id,title,description,link,product_type,google_product_category,image_link,condition,availability,sale_price,price,mpn,brand,item_group_id
2078,"Lenço Poá - Champagne","Lenço, estampa em poá.    <strong>Medida:</strong>  70cm x 70cm    <strong>Composição:</strong>  100% Poliéster",https://www.folen.com.br/produto/lenco-poa-champagne/,ACESSÓRIOS>LENÇO,ACESSÓRIOS>LENÇO,https://www.folen.com.br/wp-content/uploads/2019/08/folen_Lenço_Póa_Champagne-1.png,new,"in stock",,"25.00 BRL",0.00,com,2078
1810,"Lenço Poá - Preto","Lenço, estampa em poá.    <strong>Medida:</strong>  70cm x 70cm    <strong>Composição:</strong>  100% Poliéster",https://www.folen.com.br/produto/lenco-poa-preto/,ACESSÓRIOS>LENÇO,ACESSÓRIOS>LENÇO,https://www.folen.com.br/wp-content/uploads/2019/08/folen_Lenço_Póa_Preto-1.png,new,"in stock",,"25.00 BRL",0.00,com,1810
1809,"Lenço Poá - Vermelho","Lenço, estampa em poá.    <strong>Medida:</strong>  70cm x 70cm    <strong>Composição:</strong>  100% Poliéster",https://www.folen.com.br/produto/lenco-poa-vermelho/,ACESSÓRIOS>LENÇO,ACESSÓRIOS>LENÇO,https://www.folen.com.br/wp-content/uploads/2019/08/folen_Lenço_Póa_Vermelho-1.png,new,"in stock",,"25.00 BRL",0.00,com,1809
1806,"Bolsa Bambu","Bolsa Bambu, com Botão de fechamento superior. Detalhe em Bambu na frete. Alça de ombro Couro.  **Não acompanha lenço**    <strong>Medida:</strong>  Diâmetro: 19cm | Largura: 6,5cm | Alça: 68cm    <strong>Composição:</strong>  Sintética",https://www.folen.com.br/produto/bolsa-bambu/,ACESSÓRIOS>BOLSA,ACESSÓRIOS>BOLSA,https://www.folen.com.br/wp-content/uploads/2019/08/bolsa_bambu_folen.png,new,"in stock",,"198.00 BRL",0.00,com,1806
1805,"Bolsa Palha - Camel","Bolsa Palha na cor Camel, com Botão frontal. Alça de ombro corrente na cor Grafite.    <strong>Medida:</strong>  Comprimento da base: 20cm | Largura: 6cm | Altura: 14cm | Alça: 65cm    <strong>Composição:</strong>  Sintético",https://www.folen.com.br/produto/bolsa-palha-camel/,ACESSÓRIOS>BOLSA,ACESSÓRIOS>BOLSA,https://www.folen.com.br/wp-content/uploads/2019/08/bolsa_palha_folen_3.png,new,"in stock",,"160.90 BRL",0.00,com,1805
1804,"Bolsa Palha - Preta","Bolsa Palha na cor Preta, com Botão frontal. Alça de ombro corrente na cor Grafite.    <strong>Medida:</strong>  Comprimento da base: 20cm | Largura: 6cm | Altura: 14cm | Alça: 65cm    <strong>Composição:</strong>  Sintético",https://www.folen.com.br/produto/bolsa-palha-grafite/,ACESSÓRIOS>BOLSA,ACESSÓRIOS>BOLSA,https://www.folen.com.br/wp-content/uploads/2019/08/bolsa_palha_petra_folen_4-3.png,new,"in stock",,"160.90 BRL",0.00,com,1804
1803,"Bolsa Mini - Preta","Bolsa Mini, com fecho frontal. Alça de mão e de ombro.  **Não acompanha lenço na alça**    <strong>Medida:</strong>  Comprimento da base: 19cm | Largura: 6cm | Altura: 13cm | Alça: 50cm    <strong>Composição:</strong>  100% PU  Forro:  100% Poliéster",https://www.folen.com.br/produto/bolsa-mini-preta/,ACESSÓRIOS>BOLSA,ACESSÓRIOS>BOLSA,https://www.folen.com.br/wp-content/uploads/2019/08/folen_Mini_Bolsa_Preta-2.png,new,"in stock",,"160.90 BRL",0.00,com,1803
1801,"Cinto Palha Etnico - Verde e Bege","Cinto Palha, com elasticidade. Fivela redonda.  **Tamanho único**",https://www.folen.com.br/produto/cinto-palha-etnia-verde-e-bege/,ACESSÓRIOS>CINTO,ACESSÓRIOS>CINTO,https://www.folen.com.br/wp-content/uploads/2019/08/folen_Cinto_Etnia_verde-2.png,new,"in stock",45.99BRL,"45.99 BRL",0.00,com,1801
1802,"Cinto Palha Etnico - Verde e Bege - Único","Cinto Palha, com elasticidade. Fivela redonda.  **Tamanho único**",https://www.folen.com.br/produto/cinto-palha-etnia-verde-e-bege/?attribute_pa_tamanho=unico,ACESSÓRIOS>CINTO,ACESSÓRIOS>CINTO,https://www.folen.com.br/wp-content/uploads/2019/08/folen_Cinto_Etnia_verde-2.png,new,"in stock",,"45.99 BRL",0.00,com,1801
1797,"Cinto Palha - Branco","Cinto Palha, com elasticidade. Fivela redonda.  **Tamanho único**",https://www.folen.com.br/produto/cinto-palha-branco/,ACESSÓRIOS>CINTO,ACESSÓRIOS>CINTO,https://www.folen.com.br/wp-content/uploads/2019/08/folen_Cinto_Palha_Branco-3.png,new,"in stock",34.90BRL,"34.90 BRL",0.00,com,1797
1800,"Cinto Palha - Branco - Único","Cinto Palha, com elasticidade. Fivela redonda.  **Tamanho único**",https://www.folen.com.br/produto/cinto-palha-branco/?attribute_pa_tamanho=unico,ACESSÓRIOS>CINTO,ACESSÓRIOS>CINTO,https://www.folen.com.br/wp-content/uploads/2019/08/folen_Cinto_Palha_Branco-3.png,new,"in stock",,"34.90 BRL",0.00,com,1797
1794,"Cinto Couro - Zebra - P","Cinto Couro pelo de Zebra. Fivela trabalhada.    <strong>Composição:</strong>  85% PVC  15% Poliéster",https://www.folen.com.br/produto/cinto-couro-zebra/?attribute_pa_tamanho=p,ACESSÓRIOS>CINTO,ACESSÓRIOS>CINTO,https://www.folen.com.br/wp-content/uploads/2019/08/folen_Cinto_Zebra_Folen-3.png,new,"in stock",,"103.00 BRL",0.00,com,1792
1792,"Cinto Couro - Zebra","Cinto Couro pelo de Zebra. Fivela trabalhada.    <strong>Composição:</strong>  85% PVC  15% Poliéster",https://www.folen.com.br/produto/cinto-couro-zebra/,ACESSÓRIOS>CINTO,ACESSÓRIOS>CINTO,https://www.folen.com.br/wp-content/uploads/2019/08/folen_Cinto_Zebra_Folen-3.png,new,"in stock",103.00BRL,"103.00 BRL",0.00,com,1792
1790,"Camisa Bolsos - Off White - M","Camisa com Bolsos Frontais, Abertura com Botões frontais e Costura na cor Camel.    <strong>Composição:</strong>  100% Poliéster",https://www.folen.com.br/produto/camisa-bolsos-off-white/?attribute_pa_tamanho=m,BLUSA>ROUPAS,BLUSA>ROUPAS,https://www.folen.com.br/wp-content/uploads/2019/08/FOLEN-STORE-IMAGENS-12.png,new,"in stock",,"179.90 BRL",0.00,com,1788
1788,"Camisa Bolsos - Off White","Camisa com Bolsos Frontais, Abertura com Botões frontais e Costura na cor Camel.    <strong>Composição:</strong>  100% Poliéster",https://www.folen.com.br/produto/camisa-bolsos-off-white/,BLUSA>ROUPAS,BLUSA>ROUPAS,https://www.folen.com.br/wp-content/uploads/2019/08/FOLEN-STORE-IMAGENS-12.png,new,"in stock",179.90BRL,"179.90 BRL",0.00,com,1788
1786,"Regata Tricô - Verde Menta - M","Regata Tricô sem Manga.    <strong>Composição:</strong>  77% viscose  23% Poliamida",https://www.folen.com.br/produto/regata-trico-verde-menta/?attribute_pa_tamanho=m,BLUSA>ROUPAS,BLUSA>ROUPAS,https://www.folen.com.br/wp-content/uploads/2019/08/FOLEN-STORE-IMAGENS-3.png,new,"in stock",,"159.90 BRL",0.00,com,1784
1787,"Regata Tricô - Verde Menta - G","Regata Tricô sem Manga.    <strong>Composição:</strong>  77% viscose  23% Poliamida",https://www.folen.com.br/produto/regata-trico-verde-menta/?attribute_pa_tamanho=g,BLUSA>ROUPAS,BLUSA>ROUPAS,https://www.folen.com.br/wp-content/uploads/2019/08/FOLEN-STORE-IMAGENS-3.png,new,"in stock",,"159.90 BRL",0.00,com,1784
1784,"Regata Tricô - Verde Menta","Regata Tricô sem Manga.    <strong>Composição:</strong>  77% viscose  23% Poliamida",https://www.folen.com.br/produto/regata-trico-verde-menta/,BLUSA>ROUPAS,BLUSA>ROUPAS,https://www.folen.com.br/wp-content/uploads/2019/08/FOLEN-STORE-IMAGENS-3.png,new,"in stock",159.90BRL,"159.90 BRL",0.00,com,1784
1783,"T-Shirt Coffee - Mescla - G","T-Shirt Coffe Podrinha, Decote em U.    <strong>Composição:</strong>  93% viscose  07% Elastano",https://www.folen.com.br/produto/t-shirt-coffee-mescla/?attribute_pa_tamanho=g,BLUSA>ROUPAS,BLUSA>ROUPAS,https://www.folen.com.br/wp-content/uploads/2019/08/FOLEN-STORE-IMAGENS-7.png,new,"out of stock",,"79.90 BRL",0.00,com,1780
1782,"T-Shirt Coffee - Mescla - M","T-Shirt Coffe Podrinha, Decote em U.    <strong>Composição:</strong>  93% viscose  07% Elastano",https://www.folen.com.br/produto/t-shirt-coffee-mescla/?attribute_pa_tamanho=m,BLUSA>ROUPAS,BLUSA>ROUPAS,https://www.folen.com.br/wp-content/uploads/2019/08/FOLEN-STORE-IMAGENS-7.png,new,"in stock",,"79.90 BRL",0.00,com,1780
1780,"T-Shirt Coffee - Mescla","T-Shirt Coffe Podrinha, Decote em U.    <strong>Composição:</strong>  93% viscose  07% Elastano",https://www.folen.com.br/produto/t-shirt-coffee-mescla/,BLUSA>ROUPAS,BLUSA>ROUPAS,https://www.folen.com.br/wp-content/uploads/2019/08/FOLEN-STORE-IMAGENS-7.png,new,"in stock",79.90BRL,"79.90 BRL",0.00,com,1780
1777,"Cropped Acetinado Botões - Mostarda - P","Cropped Acetinado, com detalhes em Botões frontais. Alça Finas Reguláveis.    <strong>Composição:</strong>  100% Poliéster",https://www.folen.com.br/produto/cropped-acetinado-botoes-mostarda/?attribute_pa_tamanho=p,BLUSA>ROUPAS,BLUSA>ROUPAS,https://www.folen.com.br/wp-content/uploads/2019/08/FOLEN-STORE-IMAGENS-15.png,new,"in stock",,"99.90 BRL",0.00,com,1776
1778,"Cropped Acetinado Botões - Mostarda - M","Cropped Acetinado, com detalhes em Botões frontais. Alça Finas Reguláveis.    <strong>Composição:</strong>  100% Poliéster",https://www.folen.com.br/produto/cropped-acetinado-botoes-mostarda/?attribute_pa_tamanho=m,BLUSA>ROUPAS,BLUSA>ROUPAS,https://www.folen.com.br/wp-content/uploads/2019/08/FOLEN-STORE-IMAGENS-15.png,new,"in stock",,"99.90 BRL",0.00,com,1776
1776,"Cropped Acetinado Botões - Mostarda","Cropped Acetinado, com detalhes em Botões frontais. Alça Finas Reguláveis.    <strong>Composição:</strong>  100% Poliéster",https://www.folen.com.br/produto/cropped-acetinado-botoes-mostarda/,BLUSA>ROUPAS,BLUSA>ROUPAS,https://www.folen.com.br/wp-content/uploads/2019/08/FOLEN-STORE-IMAGENS-15.png,new,"in stock",99.90BRL,"99.90 BRL",0.00,com,1776
1773,"Cropped Acetinado Botões - Rosa - P","Cropped Acetinado, com detalhes em Botões frontais. Alça Finas Reguláveis.    <strong>Composição:</strong>  100% Poliéster",https://www.folen.com.br/produto/cropped-acetinado-botoes-rosa/?attribute_pa_tamanho=p,BLUSA>ROUPAS,BLUSA>ROUPAS,https://www.folen.com.br/wp-content/uploads/2019/08/FOLEN-STORE-IMAGENS-1.png,new,"in stock",,"99.90 BRL",0.00,com,1772
1774,"Cropped Acetinado Botões - Rosa - M","Cropped Acetinado, com detalhes em Botões frontais. Alça Finas Reguláveis.    <strong>Composição:</strong>  100% Poliéster",https://www.folen.com.br/produto/cropped-acetinado-botoes-rosa/?attribute_pa_tamanho=m,BLUSA>ROUPAS,BLUSA>ROUPAS,https://www.folen.com.br/wp-content/uploads/2019/08/FOLEN-STORE-IMAGENS-1.png,new,"in stock",,"99.90 BRL",0.00,com,1772
1772,"Cropped Acetinado Botões - Rosa","Cropped Acetinado, com detalhes em Botões frontais. Alça Finas Reguláveis.    <strong>Composição:</strong>  100% Poliéster",https://www.folen.com.br/produto/cropped-acetinado-botoes-rosa/,BLUSA>ROUPAS,BLUSA>ROUPAS,https://www.folen.com.br/wp-content/uploads/2019/08/FOLEN-STORE-IMAGENS-1.png,new,"in stock",99.90BRL,"99.90 BRL",0.00,com,1772
1762,"Vestido Midi Navy - Estampado","Vestido Midi Navy Assimétrico, Estampado. Elástico posterior e cintura. Alça média.    <strong>Composição:</strong>  100% Viscose",https://www.folen.com.br/produto/vestido-midi-navy-estampado/,ROUPAS>VESTIDO,ROUPAS>VESTIDO,https://www.folen.com.br/wp-content/uploads/2019/07/Folen_0000_IMG_4824.PNG.png,new,"in stock",299.90BRL,"338.00 BRL",0.00,com,1762
1763,"Vestido Midi Navy - Estampado - P","Vestido Midi Navy Assimétrico, Estampado. Elástico posterior e cintura. Alça média.    <strong>Composição:</strong>  100% Viscose",https://www.folen.com.br/produto/vestido-midi-navy-estampado/?attribute_pa_tamanho=p,ROUPAS>VESTIDO,ROUPAS>VESTIDO,https://www.folen.com.br/wp-content/uploads/2019/07/Folen_0000_IMG_4824.PNG.png,new,"in stock",299.90BRL,"338.00 BRL",0.00,com,1762
1759,"T-Shirt Coração - Preta - P","T-Shirt Coração, em viscolinho. Decote em V.    <strong>Composição:</strong>  79% viscose  14% Linho  7% Elastano",https://www.folen.com.br/produto/t-shirt-coracao-preta/?attribute_pa_tamanho=p,BLUSA>ROUPAS,BLUSA>ROUPAS,https://www.folen.com.br/wp-content/uploads/2019/07/Folen_T-SHIRT-CORAÇÃO-PRETA-3.png,new,"in stock",,"118.00 BRL",0.00,com,1758
1758,"T-Shirt Coração - Preta","T-Shirt Coração, em viscolinho. Decote em V.    <strong>Composição:</strong>  79% viscose  14% Linho  7% Elastano",https://www.folen.com.br/produto/t-shirt-coracao-preta/,BLUSA>ROUPAS,BLUSA>ROUPAS,https://www.folen.com.br/wp-content/uploads/2019/07/Folen_T-SHIRT-CORAÇÃO-PRETA-3.png,new,"in stock",118.00BRL,"118.00 BRL",0.00,com,1758
1754,"T-Shirt Coração - Cru","T-Shirt Coração, em viscolinho. Decote em V.    <strong>Composição:</strong>  79% viscose  14% Linho  7% Elastano",https://www.folen.com.br/produto/t-shirt-coracao-cru/,BLUSA>ROUPAS,BLUSA>ROUPAS,https://www.folen.com.br/wp-content/uploads/2019/07/Folen_T-SHIRT-CORAÇÃO-BRANCA.png,new,"in stock",118.00BRL,"118.00 BRL",0.00,com,1754
1755,"T-Shirt Coração - Cru - P","T-Shirt Coração, em viscolinho. Decote em V.    <strong>Composição:</strong>  79% viscose  14% Linho  7% Elastano",https://www.folen.com.br/produto/t-shirt-coracao-cru/?attribute_pa_tamanho=p,BLUSA>ROUPAS,BLUSA>ROUPAS,https://www.folen.com.br/wp-content/uploads/2019/07/Folen_T-SHIRT-CORAÇÃO-BRANCA.png,new,"in stock",,"118.00 BRL",0.00,com,1754
1751,"T-Shirt - Ciao bella - P","T-Shirt Ciao Bella com Listras, Decote em U.    <strong>Composição:</strong>  49,5% viscose  47% Linho  3,5% Elastano",https://www.folen.com.br/produto/t-shirt-ciao-bella/?attribute_pa_tamanho=p,BLUSA>ROUPAS,BLUSA>ROUPAS,https://www.folen.com.br/wp-content/uploads/2019/07/Folen_T-SHIRT-CIAO-BELA.png,new,"in stock",,"138.00 BRL",0.00,com,1750
1752,"T-Shirt - Ciao bella - M","T-Shirt Ciao Bella com Listras, Decote em U.    <strong>Composição:</strong>  49,5% viscose  47% Linho  3,5% Elastano",https://www.folen.com.br/produto/t-shirt-ciao-bella/?attribute_pa_tamanho=m,BLUSA>ROUPAS,BLUSA>ROUPAS,https://www.folen.com.br/wp-content/uploads/2019/07/Folen_T-SHIRT-CIAO-BELA.png,new,"in stock",,"138.00 BRL",0.00,com,1750
1750,"T-Shirt - Ciao bella","T-Shirt Ciao Bella com Listras, Decote em U.    <strong>Composição:</strong>  49,5% viscose  47% Linho  3,5% Elastano",https://www.folen.com.br/produto/t-shirt-ciao-bella/,BLUSA>ROUPAS,BLUSA>ROUPAS,https://www.folen.com.br/wp-content/uploads/2019/07/Folen_T-SHIRT-CIAO-BELA.png,new,"in stock",138.00BRL,"138.00 BRL",0.00,com,1750
1749,"T-Shirt - Tie Dye - G","T-Shirt Podrinha, Decote em V.    <strong>Composição:</strong>  95,5% viscose  4,5% Elastano",https://www.folen.com.br/produto/t-shirt-tie-dye/?attribute_pa_tamanho=g,BLUSA>ROUPAS,BLUSA>ROUPAS,https://www.folen.com.br/wp-content/uploads/2019/08/FOLEN-STORE-IMAGENS-4.png,new,"in stock",,"118.00 BRL",0.00,com,1746
1746,"T-Shirt - Tie Dye","T-Shirt Podrinha, Decote em V.    <strong>Composição:</strong>  95,5% viscose  4,5% Elastano",https://www.folen.com.br/produto/t-shirt-tie-dye/,BLUSA>ROUPAS,BLUSA>ROUPAS,https://www.folen.com.br/wp-content/uploads/2019/08/FOLEN-STORE-IMAGENS-4.png,new,"in stock",118.00BRL,"118.00 BRL",0.00,com,1746
1747,"T-Shirt - Tie Dye - P","T-Shirt Podrinha, Decote em V.    <strong>Composição:</strong>  95,5% viscose  4,5% Elastano",https://www.folen.com.br/produto/t-shirt-tie-dye/?attribute_pa_tamanho=p,BLUSA>ROUPAS,BLUSA>ROUPAS,https://www.folen.com.br/wp-content/uploads/2019/08/FOLEN-STORE-IMAGENS-4.png,new,"in stock",,"118.00 BRL",0.00,com,1746
1748,"T-Shirt - Tie Dye - M","T-Shirt Podrinha, Decote em V.    <strong>Composição:</strong>  95,5% viscose  4,5% Elastano",https://www.folen.com.br/produto/t-shirt-tie-dye/?attribute_pa_tamanho=m,BLUSA>ROUPAS,BLUSA>ROUPAS,https://www.folen.com.br/wp-content/uploads/2019/08/FOLEN-STORE-IMAGENS-4.png,new,"in stock",,"118.00 BRL",0.00,com,1746
1742,"T-Shirt - Off White - P","T-Shirt Podrinha, Decote em V.    <strong>Composição:</strong>  95,5% viscose  4,5% Elastano",https://www.folen.com.br/produto/t-shirt-off-white/?attribute_pa_tamanho=p,BLUSA>ROUPAS,BLUSA>ROUPAS,https://www.folen.com.br/wp-content/uploads/2019/08/Folen_T-SHIRT-BÁSICA-OFF-WHITE.png,new,"in stock",,"98.00 BRL",0.00,com,1741
1743,"T-Shirt - Off White - M","T-Shirt Podrinha, Decote em V.    <strong>Composição:</strong>  95,5% viscose  4,5% Elastano",https://www.folen.com.br/produto/t-shirt-off-white/?attribute_pa_tamanho=m,BLUSA>ROUPAS,BLUSA>ROUPAS,https://www.folen.com.br/wp-content/uploads/2019/08/Folen_T-SHIRT-BÁSICA-OFF-WHITE.png,new,"in stock",,"98.00 BRL",0.00,com,1741
1741,"T-Shirt - Off White","T-Shirt Podrinha, Decote em V.    <strong>Composição:</strong>  95,5% viscose  4,5% Elastano",https://www.folen.com.br/produto/t-shirt-off-white/,BLUSA>ROUPAS,BLUSA>ROUPAS,https://www.folen.com.br/wp-content/uploads/2019/08/Folen_T-SHIRT-BÁSICA-OFF-WHITE.png,new,"in stock",98.00BRL,"98.00 BRL",0.00,com,1741
1744,"T-Shirt - Off White - G","T-Shirt Podrinha, Decote em V.    <strong>Composição:</strong>  95,5% viscose  4,5% Elastano",https://www.folen.com.br/produto/t-shirt-off-white/?attribute_pa_tamanho=g,BLUSA>ROUPAS,BLUSA>ROUPAS,https://www.folen.com.br/wp-content/uploads/2019/08/Folen_T-SHIRT-BÁSICA-OFF-WHITE.png,new,"in stock",,"98.00 BRL",0.00,com,1741
1736,"T-Shirt - Coral","T-Shirt Podrinha, Decote em V.  Não Acompanha o Cardigan.    <strong>Composição:</strong>  95,5% viscose  4,5% Elastano",https://www.folen.com.br/produto/t-shirt-coral/,BLUSA>ROUPAS,BLUSA>ROUPAS,https://www.folen.com.br/wp-content/uploads/2019/08/FOLEN-STORE-IMAGENS-2.png,new,"in stock",98.00BRL,"98.00 BRL",0.00,com,1736
1740,"T-Shirt - Coral - G","T-Shirt Podrinha, Decote em V.  Não Acompanha o Cardigan.    <strong>Composição:</strong>  95,5% viscose  4,5% Elastano",https://www.folen.com.br/produto/t-shirt-coral/?attribute_pa_tamanho=g,BLUSA>ROUPAS,BLUSA>ROUPAS,https://www.folen.com.br/wp-content/uploads/2019/08/FOLEN-STORE-IMAGENS-2.png,new,"in stock",,"98.00 BRL",0.00,com,1736
1738,"T-Shirt - Coral - P","T-Shirt Podrinha, Decote em V.  Não Acompanha o Cardigan.    <strong>Composição:</strong>  95,5% viscose  4,5% Elastano",https://www.folen.com.br/produto/t-shirt-coral/?attribute_pa_tamanho=p,BLUSA>ROUPAS,BLUSA>ROUPAS,https://www.folen.com.br/wp-content/uploads/2019/08/FOLEN-STORE-IMAGENS-2.png,new,"in stock",,"98.00 BRL",0.00,com,1736
1739,"T-Shirt - Coral - M","T-Shirt Podrinha, Decote em V.  Não Acompanha o Cardigan.    <strong>Composição:</strong>  95,5% viscose  4,5% Elastano",https://www.folen.com.br/produto/t-shirt-coral/?attribute_pa_tamanho=m,BLUSA>ROUPAS,BLUSA>ROUPAS,https://www.folen.com.br/wp-content/uploads/2019/08/FOLEN-STORE-IMAGENS-2.png,new,"in stock",,"98.00 BRL",0.00,com,1736
1734,"Short Paper Bag - Rosa - M","Short Paper Bag em tencel, Cós alto. Com amarração na cintura.    <strong>Composição:</strong>  93% Viscose  7% Poliamida",https://www.folen.com.br/produto/short-paper-bag-rosa/?attribute_pa_tamanho=m,ROUPAS>SHORT,ROUPAS>SHORT,https://www.folen.com.br/wp-content/uploads/2019/08/FOLEN-STORE-IMAGENS-13.png,new,"in stock",,"178.00 BRL",0.00,com,1732
1732,"Short Paper Bag - Rosa","Short Paper Bag em tencel, Cós alto. Com amarração na cintura.    <strong>Composição:</strong>  93% Viscose  7% Poliamida",https://www.folen.com.br/produto/short-paper-bag-rosa/,ROUPAS>SHORT,ROUPAS>SHORT,https://www.folen.com.br/wp-content/uploads/2019/08/FOLEN-STORE-IMAGENS-13.png,new,"in stock",178.00BRL,"178.00 BRL",0.00,com,1732
1728,"Short Paper Bag - Azul","Short Paper Bag em tencel, Cós alto. Com amarração na cintura.    <strong>Composição:</strong>  93% Viscose  7% Poliamida",https://www.folen.com.br/produto/short-paper-bag-azul/,ROUPAS>SHORT,ROUPAS>SHORT,https://www.folen.com.br/wp-content/uploads/2019/07/Folen_SHORT-CÓS-ALTO-AZUL.png,new,"in stock",178.00BRL,"178.00 BRL",0.00,com,1728
1729,"Short Paper Bag - Azul - P","Short Paper Bag em tencel, Cós alto. Com amarração na cintura.    <strong>Composição:</strong>  93% Viscose  7% Poliamida",https://www.folen.com.br/produto/short-paper-bag-azul/?attribute_pa_tamanho=p,ROUPAS>SHORT,ROUPAS>SHORT,https://www.folen.com.br/wp-content/uploads/2019/07/Folen_SHORT-CÓS-ALTO-AZUL.png,new,"in stock",,"178.00 BRL",0.00,com,1728
1730,"Short Paper Bag - Azul - M","Short Paper Bag em tencel, Cós alto. Com amarração na cintura.    <strong>Composição:</strong>  93% Viscose  7% Poliamida",https://www.folen.com.br/produto/short-paper-bag-azul/?attribute_pa_tamanho=m,ROUPAS>SHORT,ROUPAS>SHORT,https://www.folen.com.br/wp-content/uploads/2019/07/Folen_SHORT-CÓS-ALTO-AZUL.png,new,"in stock",,"178.00 BRL",0.00,com,1728
1719,"Saia Midi Assimétrica - Estampada - P","Saia Midi Babado na barra, com fechamento em Zíper posterior.    <strong>Composição:</strong>  100% Viscose",https://www.folen.com.br/produto/saia-midi-assimetrica-estampada/?attribute_pa_tamanho=p,ROUPAS>SAIA,ROUPAS>SAIA,https://www.folen.com.br/wp-content/uploads/2019/07/Folen_SAIA-MIDI-ESTAMPADA.png,new,"in stock",,"198.00 BRL",0.00,com,1718
1720,"Saia Midi Assimétrica - Estampada - M","Saia Midi Babado na barra, com fechamento em Zíper posterior.    <strong>Composição:</strong>  100% Viscose",https://www.folen.com.br/produto/saia-midi-assimetrica-estampada/?attribute_pa_tamanho=m,ROUPAS>SAIA,ROUPAS>SAIA,https://www.folen.com.br/wp-content/uploads/2019/07/Folen_SAIA-MIDI-ESTAMPADA.png,new,"in stock",,"198.00 BRL",0.00,com,1718
1721,"Saia Midi Assimétrica - Estampada - G","Saia Midi Babado na barra, com fechamento em Zíper posterior.    <strong>Composição:</strong>  100% Viscose",https://www.folen.com.br/produto/saia-midi-assimetrica-estampada/?attribute_pa_tamanho=g,ROUPAS>SAIA,ROUPAS>SAIA,https://www.folen.com.br/wp-content/uploads/2019/07/Folen_SAIA-MIDI-ESTAMPADA.png,new,"in stock",,"198.00 BRL",0.00,com,1718
1718,"Saia Midi Assimétrica - Estampada","Saia Midi Babado na barra, com fechamento em Zíper posterior.    <strong>Composição:</strong>  100% Viscose",https://www.folen.com.br/produto/saia-midi-assimetrica-estampada/,ROUPAS>SAIA,ROUPAS>SAIA,https://www.folen.com.br/wp-content/uploads/2019/07/Folen_SAIA-MIDI-ESTAMPADA.png,new,"in stock",198.00BRL,"198.00 BRL",0.00,com,1718
1713,"Saia Destroyed - Jeans","Saia Destroyed Jeans, Cós Alto com Zíper abertura frontal.    <strong>Composição:</strong>  100% Algodão    <strong>Prazo Postagem:</strong>  Até 2 dias úteis após a confirmação do pagamento",https://www.folen.com.br/produto/saia-destroyed-jeans/,ROUPAS>SAIA,ROUPAS>SAIA,https://www.folen.com.br/wp-content/uploads/2019/07/Folen_SAIA-DESTROYED-JEANS-2.png,new,"in stock",198.00BRL,"198.00 BRL",0.00,com,1713
1715,"Saia Destroyed - Jeans - P","Saia Destroyed Jeans, Cós Alto com Zíper abertura frontal.    <strong>Composição:</strong>  100% Algodão    <strong>Prazo Postagem:</strong>  Até 2 dias úteis após a confirmação do pagamento",https://www.folen.com.br/produto/saia-destroyed-jeans/?attribute_pa_tamanho=p,ROUPAS>SAIA,ROUPAS>SAIA,https://www.folen.com.br/wp-content/uploads/2019/07/Folen_SAIA-DESTROYED-JEANS-2.png,new,"in stock",,"198.00 BRL",0.00,com,1713
1716,"Saia Destroyed - Jeans - M","Saia Destroyed Jeans, Cós Alto com Zíper abertura frontal.    <strong>Composição:</strong>  100% Algodão    <strong>Prazo Postagem:</strong>  Até 2 dias úteis após a confirmação do pagamento",https://www.folen.com.br/produto/saia-destroyed-jeans/?attribute_pa_tamanho=m,ROUPAS>SAIA,ROUPAS>SAIA,https://www.folen.com.br/wp-content/uploads/2019/07/Folen_SAIA-DESTROYED-JEANS-2.png,new,"in stock",,"198.00 BRL",0.00,com,1713
1706,"Macacão Manga Bufante - Preto","Macacão Manga Bufante, decote em V. Decote em V posterior com amarração. Zíper invisível na lateral.  Acompanha o Cinto.    <strong>Composição:</strong>  100% Algodão",https://www.folen.com.br/produto/macacao-manga-princesa-preto/,MACACÃO>ROUPAS,MACACÃO>ROUPAS,https://www.folen.com.br/wp-content/uploads/2019/07/Folen-MACACÃO-PRINCESA-PRETO-2.png,new,"in stock",359.90BRL,"399.90 BRL",0.00,com,1706
1709,"Macacão Manga Bufante - Preto - P","Macacão Manga Bufante, decote em V. Decote em V posterior com amarração. Zíper invisível na lateral.  Acompanha o Cinto.    <strong>Composição:</strong>  100% Algodão",https://www.folen.com.br/produto/macacao-manga-princesa-preto/?attribute_pa_tamanho=p,MACACÃO>ROUPAS,MACACÃO>ROUPAS,https://www.folen.com.br/wp-content/uploads/2019/07/Folen-MACACÃO-PRINCESA-PRETO-2.png,new,"in stock",359.90BRL,"399.90 BRL",0.00,com,1706
1710,"Macacão Manga Bufante - Preto - M","Macacão Manga Bufante, decote em V. Decote em V posterior com amarração. Zíper invisível na lateral.  Acompanha o Cinto.    <strong>Composição:</strong>  100% Algodão",https://www.folen.com.br/produto/macacao-manga-princesa-preto/?attribute_pa_tamanho=m,MACACÃO>ROUPAS,MACACÃO>ROUPAS,https://www.folen.com.br/wp-content/uploads/2019/07/Folen-MACACÃO-PRINCESA-PRETO-2.png,new,"in stock",359.90BRL,"399.90 BRL",0.00,com,1706
